src/IAFahim.Pathfinding.Recast/Recast/Recast.Contour.cs: Method FindLeftMostVertex has CC=5
src/IAFahim.Pathfinding.Recast/Recast/Recast.Contour.cs: Method SiftDownHole has CC=7
src/IAFahim.Pathfinding.Recast/Recast/Recast.Contour.cs: Method CompareHoles has CC=6
src/IAFahim.Pathfinding.Recast/Recast/Recast.Contour.cs: Method SiftDownDiag has CC=7
src/IAFahim.Pathfinding.Recast/Recast/Recast.Contour.cs: Method IntersectSegContour has CC=9
src/IAFahim.Graph.Flow/PushRelabelGap.cs: Method Run has CC=37
src/IAFahim.Pathfinding.Recast/Recast/Recast.MeshDetail.cs: Method BuildPolyMeshDetail has CC=21
src/IAFahim.Pathfinding.Recast/Recast/Recast.MeshDetail.cs: Method MergePolyMeshDetails has CC=8
src/IAFahim.Pathfinding.Recast/Recast/Recast.MeshDetail.cs: Method DistToPoly has CC=6
src/IAFahim.Pathfinding.Recast/Recast/Recast.MeshDetail.cs: Method GetHeight has CC=16
src/IAFahim.Pathfinding.Recast/Recast/Recast.MeshDetail.cs: Method SeedArrayWithPolyCenter has CC=27
src/IAFahim.Pathfinding.Recast/Recast/Recast.MeshDetail.cs: Method GetHeightData has CC=17
src/IAFahim.Pathfinding.Recast/Recast/Recast.MeshDetail.cs: Method FindEdge has CC=6
src/IAFahim.Pathfinding.Recast/Recast/Recast.MeshDetail.cs: Method UpdateLeftFace has CC=7
src/IAFahim.Pathfinding.Recast/Recast/Recast.MeshDetail.cs: Method OverlapEdges has CC=7
src/IAFahim.Pathfinding.Recast/Recast/Recast.MeshDetail.cs: Method CompleteFacet has CC=15
src/IAFahim.Pathfinding.Recast/Recast/Recast.MeshDetail.cs: Method DelaunayHull has CC=19
src/IAFahim.Pathfinding.Recast/Recast/Recast.MeshDetail.cs: Method PolyMinExtent has CC=5
src/IAFahim.Pathfinding.Recast/Recast/Recast.MeshDetail.cs: Method TriangulateHull has CC=6
src/IAFahim.Pathfinding.Recast/Recast/Recast.MeshDetail.cs: Method BuildPolyDetail has CC=36
src/IAFahim.Pathfinding.Recast/Recast/Recast.MeshDetail.cs: Method OnHull has CC=6
src/IAFahim.Pathfinding.Recast/Recast/Recast.MeshDetail.cs: Method SetTriFlags has CC=5
src/IAFahim.Graph/GraphRemaining.cs: Method Pop has CC=6
src/IAFahim.Graph/GraphRemaining.cs: Method Run has CC=5
src/IAFahim.Graph/GraphRemaining.cs: Method Solve has CC=34
src/IAFahim.Graph/GraphRemaining.cs: Method Run has CC=17
src/IAFahim.Graph/GraphRemaining.cs: Method Run has CC=6
src/IAFahim.Graph/GraphRemaining.cs: Method Run has CC=31
src/IAFahim.Graph/GraphRemaining.cs: Method Dijkstra has CC=11
src/IAFahim.Graph/GraphRemaining.cs: Method ReconstructPath has CC=5
src/IAFahim.Graph/GraphRemaining.cs: Method Run has CC=10
src/IAFahim.Graph/GraphRemaining.cs: Method Run has CC=9
src/IAFahim.Graph/GraphRemaining.cs: Method Run has CC=20
src/IAFahim.Pathfinding.Recast/Recast/Recast.Area.cs: Method ErodeWalkableArea has CC=33
src/IAFahim.Pathfinding.Recast/Recast/Recast.Area.cs: Method MedianFilterWalkableArea has CC=11
src/IAFahim.Pathfinding.Recast/Recast/Recast.Area.cs: Method MarkBoxArea has CC=15
src/IAFahim.Pathfinding.Recast/Recast/Recast.Area.cs: Method MarkCylinderArea has CC=16
src/IAFahim.Pathfinding.Recast/Recast/Recast.Area.cs: Method MarkConvexPolyArea has CC=17
src/IAFahim.Pathfinding.Recast/Recast/Recast.Area.cs: Method OffsetPoly has CC=7
src/IAFahim.Graph/Planar.cs: Method FindCutNodes has CC=6
src/IAFahim.Graph/Planar.cs: Method ProcessGomoryHuNeighbors has CC=6
src/IAFahim.Graph/Planar.cs: Method TryFindSplitEdge has CC=10
src/IAFahim.Graph/Planar.cs: Method GetMinConnectivity has CC=9
src/IAFahim.Graph/Planar.cs: Method EarDecomposition has CC=8
src/IAFahim.Graph/Planar.cs: Method DfsCycle has CC=9
src/IAFahim.Graph/Planar.cs: Method TryAddEar has CC=9
src/IAFahim.Graph/Planar.cs: Method FindAndAddPathEar has CC=14
src/IAFahim.Graph/Planar.cs: Method StNumbering has CC=9
src/IAFahim.Graph/Planar.cs: Method StDfs has CC=10
src/IAFahim.Graph/Planar.cs: Method BuildEmbeddingFromCoords has CC=7
src/IAFahim.Graph/Planar.cs: Method SiftDownAngleNbr has CC=7
src/IAFahim.Graph/Planar.cs: Method PlaceVertex has CC=7
src/IAFahim.Graph/Planar.cs: Method ValidatePlacement has CC=19
src/IAFahim.Graph/Planar.cs: Method SegmentsIntersect has CC=8
src/IAFahim.Graph/Planar.cs: Method PlanarDualBuild has CC=9
src/IAFahim.Graph/Planar.cs: Method GetNextHalfEdge has CC=12
src/IAFahim.Graph/Planar.cs: Method PlanarShortestPath has CC=14
src/IAFahim.Graph/Planar.cs: Method PlanarSeparator has CC=7
src/IAFahim.Graph/Planar.cs: Method SeparatorBacktrack has CC=11
src/IAFahim.Graph/Planar.cs: Method PlanarMinCut has CC=14
src/IAFahim.Graph/Planar.cs: Method FacePotentialSolve has CC=13
src/IAFahim.Graph/Planar.cs: Method SearchKuratowski has CC=8
src/IAFahim.Graph/Planar.cs: Method IsKuratowskiSubdivision has CC=29
src/IAFahim.Graph/Planar.cs: Method IsK33 has CC=13
src/IAFahim.Graph/Planar.cs: Method SearchOuterplanar has CC=6
src/IAFahim.Graph/Planar.cs: Method IsOuterplanarForbiddenSubdivision has CC=31
src/IAFahim.Graph/Planar.cs: Method SeriesParallelDecompose has CC=10
src/IAFahim.Graph/Planar.cs: Method ReduceParallel has CC=7
src/IAFahim.Graph/Planar.cs: Method ReduceSeries has CC=17
src/IAFahim.Graph/Planar.cs: Method DecomposeTriconnected has CC=21
src/IAFahim.Graph/Planar.cs: Method MarkComp has CC=10
src/IAFahim.Graph/Planar.cs: Method FindSeparationPair has CC=28
src/IAFahim.Geometry.Spatial/Octree.cs: Method PartitionOctants has CC=6
src/IAFahim.Geometry.Spatial/Octree.cs: Method BuildChildren has CC=9
src/IAFahim.Geometry.Spatial/Octree.cs: Method RangeQuery has CC=31
src/IAFahim.Graph.Matching/AssignmentHungarianRectangular.cs: Method Run has CC=29
src/IAFahim.Optimization.Games/MinCostFlow.cs: Method MinCostArborescence has CC=29
src/IAFahim.Optimization.Games/MinCostFlow.cs: Method MinMeanCycle has CC=23
src/IAFahim.Optimization.Games/MinCostFlow.cs: Method CompareProducts has CC=9
src/IAFahim.Optimization.Games/MinCostFlow.cs: Method CompareU128 has CC=5
src/IAFahim.Graph.Flow/MinCostFlowDijkstra.cs: Method Run has CC=24
src/IAFahim.Graph.Flow/MinCostFlowNetworkSimplex.cs: Method Run has CC=24
src/IAFahim.Graph/ShortestPath.cs: Method Pop has CC=6
src/IAFahim.Graph/ShortestPath.cs: Method Run has CC=7
src/IAFahim.Graph/ShortestPath.cs: Method Run has CC=12
src/IAFahim.Graph/ShortestPath.cs: Method Run has CC=11
src/IAFahim.Graph/ShortestPath.cs: Method Run has CC=13
src/IAFahim.Graph/ShortestPath.cs: Method Run has CC=7
src/IAFahim.Graph/ShortestPath.cs: Method Run has CC=22
src/IAFahim.Graph/ShortestPath.cs: Method Run has CC=10
src/IAFahim.Graph/ShortestPath.cs: Method Run has CC=9
src/IAFahim.Pathfinding.Recast/Detour/DtNavMesh.cs: Method Init has CC=6
src/IAFahim.Pathfinding.Recast/Detour/DtNavMesh.cs: Method AddTile has CC=21
src/IAFahim.Pathfinding.Recast/Detour/DtNavMesh.cs: Method RemoveTile has CC=14
src/IAFahim.Pathfinding.Recast/Detour/DtNavMesh.cs: Method GetTileAt has CC=6
src/IAFahim.Pathfinding.Recast/Detour/DtNavMesh.cs: Method GetTilesAt has CC=7
src/IAFahim.Pathfinding.Recast/Detour/DtNavMesh.cs: Method GetTileAndPolyByRef has CC=6
src/IAFahim.Pathfinding.Recast/Detour/DtNavMesh.cs: Method GetNeighborTilesAt has CC=9
src/IAFahim.Pathfinding.Recast/Detour/DtNavMesh.cs: Method GetOffMeshConnectionPolyEndPoints has CC=9
src/IAFahim.Pathfinding.Recast/Detour/DtNavMesh.cs: Method GetOffMeshConnectionByRef has CC=6
src/IAFahim.Pathfinding.Recast/Detour/DtNavMesh.cs: Method RestoreTileState has CC=6
src/IAFahim.Pathfinding.Recast/Detour/DtNavMesh.cs: Method IsValidPolyRef has CC=6
src/IAFahim.Pathfinding.Recast/Detour/DtNavMesh.cs: Method ClosestPointOnDetailEdges has CC=15
src/IAFahim.Pathfinding.Recast/Detour/DtNavMesh.cs: Method GetPolyHeight has CC=8
src/IAFahim.Pathfinding.Recast/Detour/DtNavMesh.cs: Method Dispose has CC=7
src/IAFahim.Pathfinding.Recast/Detour/DtNavMesh.cs: Method EnsureRemoteOffMeshLookupCapacity has CC=5
src/IAFahim.Pathfinding.Recast/Detour/DtNavMesh.cs: Method RegisterOffMeshLinks has CC=5
src/IAFahim.Pathfinding.Recast/Detour/DtNavMesh.cs: Method UnregisterOffMeshLinks has CC=5
src/IAFahim.Pathfinding.Recast/Detour/DtNavMesh.cs: Method RemoveRemoteOffMeshLookupEntry has CC=6
src/IAFahim.Pathfinding.Recast/Detour/DtNavMesh.cs: Method ConnectInternalLinks has CC=8
src/IAFahim.Pathfinding.Recast/Detour/DtNavMesh.cs: Method BaseOffMeshLinks has CC=7
src/IAFahim.Pathfinding.Recast/Detour/DtNavMesh.cs: Method ConnectExternalLinks has CC=15
src/IAFahim.Pathfinding.Recast/Detour/DtNavMesh.cs: Method ConnectOffMeshLinksFromTile has CC=5
src/IAFahim.Pathfinding.Recast/Detour/DtNavMesh.cs: Method ConnectOffMeshLinksToTile has CC=7
src/IAFahim.Pathfinding.Recast/Detour/DtNavMesh.cs: Method ReconnectOffMeshLink has CC=7
src/IAFahim.Pathfinding.Recast/Detour/DtNavMesh.cs: Method RemoveExistingOffMeshLanding has CC=6
src/IAFahim.Pathfinding.Recast/Detour/DtNavMesh.cs: Method TryFindBestOffMeshLanding has CC=11
src/IAFahim.Pathfinding.Recast/Detour/DtNavMesh.cs: Method ConnectOffMeshLink has CC=11
src/IAFahim.Pathfinding.Recast/Detour/DtNavMesh.cs: Method UnconnectRemoteIncomingOffMeshLinks has CC=6
src/IAFahim.Pathfinding.Recast/Detour/DtNavMesh.cs: Method UnconnectRemoteOutgoingOffMeshLinks has CC=6
src/IAFahim.Pathfinding.Recast/Detour/DtNavMesh.cs: Method UnconnectLinks has CC=7
src/IAFahim.Pathfinding.Recast/Detour/DtNavMesh.cs: Method RemoveOffMeshLandingLinks has CC=7
src/IAFahim.Pathfinding.Recast/Detour/DtNavMesh.cs: Method RemoveLinksToPolyRef has CC=10
src/IAFahim.Pathfinding.Recast/Detour/DtNavMesh.cs: Method TryGetOffMeshBasePolyRef has CC=5
src/IAFahim.Pathfinding.Recast/Detour/DtNavMesh.cs: Method FindNearestPolyInTile has CC=7
src/IAFahim.Pathfinding.Recast/Detour/DtNavMesh.cs: Method QueryPolygonsInTile has CC=13
src/IAFahim.Pathfinding.Recast/Detour/DtNavMesh.cs: Method FindConnectingPolys has CC=8
src/IAFahim.Pathfinding.Recast/Detour/DtNavMesh.cs: Method CalcSlabEndPoints has CC=5
src/IAFahim.Pathfinding.Recast/Detour/DtNavMesh.cs: Method OverlapSlabs has CC=5
src/IAFahim.Graph.Flow/ExcessScalingMaxFlow.cs: Method Run has CC=21
src/IAFahim.String/StringAdvanced.cs: Method Run has CC=5
src/IAFahim.String/StringAdvanced.cs: Method Run has CC=8
src/IAFahim.String/StringAdvanced.cs: Method Run has CC=6
src/IAFahim.String/StringAdvanced.cs: Method Run has CC=21
src/IAFahim.String/StringAdvanced.cs: Method Run has CC=8
src/IAFahim.String/StringAdvanced.cs: Method Run has CC=6
src/IAFahim.String/StringAdvanced.cs: Method Run has CC=9
src/IAFahim.String/StringAdvanced.cs: Method Run has CC=6
src/IAFahim.String/StringAdvanced.cs: Method Run has CC=10
src/IAFahim.String/StringAdvanced.cs: Method Run has CC=5
src/IAFahim.String/StringAdvanced.cs: Method Run has CC=11
src/IAFahim.String/StringAdvanced.cs: Method Run has CC=8
src/IAFahim.String/StringAdvanced.cs: Method Run has CC=6
src/IAFahim.String/StringAdvanced.cs: Method Run has CC=9
src/IAFahim.String/StringAdvanced.cs: Method Run has CC=6
src/IAFahim.String/StringAdvanced.cs: Method Run has CC=7
src/IAFahim.String/StringAdvanced.cs: Method ParseAdd has CC=5
src/IAFahim.String/StringAdvanced.cs: Method ParseMul has CC=5
src/IAFahim.String/StringAdvanced.cs: Method Run has CC=10
src/IAFahim.String.Automata/FiniteAutomaton.cs: Method BuildDfa has CC=20
src/IAFahim.Pathfinding.Recast/Recast/Recast.cs: Method BuildCompactHeightfield has CC=20
src/IAFahim.Pathfinding.Recast/Recast/Recast.cs: Method IntersectProp has CC=6
src/IAFahim.Pathfinding.Recast/Recast/Recast.cs: Method Between has CC=9
src/IAFahim.Pathfinding.Recast/Recast/Recast.cs: Method Intersect has CC=6
src/IAFahim.Pathfinding.Recast/Recast/Recast.Filter.cs: Method FilterLowHangingWalkableObstacles has CC=7
src/IAFahim.Pathfinding.Recast/Recast/Recast.Filter.cs: Method FilterLedgeSpans has CC=20
src/IAFahim.Pathfinding.Recast/Recast/Recast.Filter.cs: Method FilterWalkableLowHeightSpans has CC=6
src/IAFahim.Graph.Flow/MinCostFlowSpfa.cs: Method Run has CC=20
src/IAFahim.Graph.Flow/MinCostFlowCapacityScaling.cs: Method Run has CC=20
src/IAFahim.String/Probabilistic.cs: Method FreivaldsMatrixVerify has CC=11
src/IAFahim.String/Probabilistic.cs: Method RabinKarpLasVegas has CC=11
src/IAFahim.String/Probabilistic.cs: Method RandomizedMstVerify has CC=20
src/IAFahim.String/Probabilistic.cs: Method VerifyNonMstEdge has CC=12
src/IAFahim.Search.Range/Mex.cs: Method Run has CC=8
src/IAFahim.Search.Range/Mex.cs: Method Run has CC=6
src/IAFahim.Search.Range/Mex.cs: Method RunWindow has CC=19
src/IAFahim.Math.NT/Bsgs.cs: Method Run has CC=19
src/IAFahim.Optimization.Exact/SteinerDreyfusWagner.cs: Method Run has CC=19
src/IAFahim.Math.Gauss/Gauss.cs: Method Run has CC=16
src/IAFahim.Math.Gauss/Gauss.cs: Method Run has CC=19
src/IAFahim.Math.Gauss/Gauss.cs: Method Determinant has CC=11
src/IAFahim.Graph.Flow/MinCostFlowCostScaling.cs: Method Run has CC=19
src/IAFahim.Math.PoissonDisk/PoissonDisk3D.cs: Method Run has CC=18
src/IAFahim.Math.PoissonDisk/PoissonDisk3D.cs: Method IsTooClose has CC=12
src/IAFahim.Graph.SCC/SccAugmentation.cs: Method MinEdgesForStronglyConnected has CC=18
src/IAFahim.Optimization.Games/Retrograde.cs: Method Solve has CC=18
src/IAFahim.Search.ExactCover/ExactCover.cs: Method BitIndex has CC=6
src/IAFahim.Search.ExactCover/ExactCover.cs: Method SearchDlx has CC=5
src/IAFahim.Search.ExactCover/ExactCover.cs: Method BuildSudokuMatrix has CC=5
src/IAFahim.Search.ExactCover/ExactCover.cs: Method SudokuBitmaskSolve has CC=5
src/IAFahim.Search.ExactCover/ExactCover.cs: Method SudokuBitmaskBacktrack has CC=5
src/IAFahim.Search.ExactCover/ExactCover.cs: Method CompareQueensTransform has CC=5
src/IAFahim.Search.ExactCover/ExactCover.cs: Method TransformCell has CC=8
src/IAFahim.Search.ExactCover/ExactCover.cs: Method MagicBacktrack has CC=18
src/IAFahim.Search.ExactCover/ExactCover.cs: Method Revise has CC=8
src/IAFahim.Search.ExactCover/ExactCover.cs: Method ConstraintPropagationSolve has CC=6
src/IAFahim.Search.ExactCover/ExactCover.cs: Method KillerSudokuSolve has CC=6
src/IAFahim.Search.ExactCover/ExactCover.cs: Method KillerBacktrack has CC=8
src/IAFahim.Search.ExactCover/ExactCover.cs: Method KenKenSolve has CC=6
src/IAFahim.Search.ExactCover/ExactCover.cs: Method KenKenBacktrack has CC=6
src/IAFahim.Search.ExactCover/ExactCover.cs: Method CheckKenKen has CC=14
src/IAFahim.Search.ExactCover/ExactCover.cs: Method SolvePolyominoTiling has CC=15
src/IAFahim.Geometry.Triangulation/EarClipping.cs: Method Triangulate has CC=8
src/IAFahim.Geometry.Triangulation/EarClipping.cs: Method MergeHole has CC=10
src/IAFahim.Geometry.Triangulation/EarClipping.cs: Method IsValidBridge has CC=11
src/IAFahim.Geometry.Triangulation/EarClipping.cs: Method LineSegmentsIntersect has CC=17
src/IAFahim.Geometry.Triangulation/EarClipping.cs: Method TriangulatePolygon has CC=12
src/IAFahim.Geometry.Triangulation/EarClipping.cs: Method IsEar has CC=10
src/IAFahim.Geometry.Triangulation/EarClipping.cs: Method PointInTriangle has CC=6
src/IAFahim.Algebra.Polynomial/RationalInterpolation.cs: Method Run has CC=10
src/IAFahim.Algebra.Polynomial/RationalInterpolation.cs: Method ConvergentStep has CC=17
src/IAFahim.Algebra.Polynomial/RationalInterpolation.cs: Method ThieleInterpolation has CC=11
src/IAFahim.Algebra.Polynomial/RationalInterpolation.cs: Method ModInv has CC=5
src/IAFahim.String.SuffixTree/SuffixTree.cs: Method Build has CC=17
src/IAFahim.Graph/GraphBipartite.cs: Method Run has CC=8
src/IAFahim.Graph/GraphBipartite.cs: Method Run has CC=7
src/IAFahim.Graph/GraphBipartite.cs: Method Run has CC=6
src/IAFahim.Graph/GraphBipartite.cs: Method Run has CC=6
src/IAFahim.Graph/GraphBipartite.cs: Method TryKuhn has CC=6
src/IAFahim.Graph/GraphBipartite.cs: Method Run has CC=6
src/IAFahim.Graph/GraphBipartite.cs: Method TryKuhnBfs has CC=6
src/IAFahim.Graph/GraphBipartite.cs: Method Run has CC=7
src/IAFahim.Graph/GraphBipartite.cs: Method Bfs has CC=9
src/IAFahim.Graph/GraphBipartite.cs: Method Dfs has CC=6
src/IAFahim.Graph/GraphBipartite.cs: Method Run has CC=17
src/IAFahim.Graph/GraphBipartite.cs: Method Run has CC=7
src/IAFahim.Graph/GraphBipartite.cs: Method Run has CC=15
src/IAFahim.Graph/GraphBipartite.cs: Method Run has CC=6
src/IAFahim.Graph/GraphBipartite.cs: Method GetLca has CC=6
src/IAFahim.Graph/GraphBipartite.cs: Method Contract has CC=6
src/IAFahim.Graph/GraphBipartite.cs: Method FindAugmentingPath has CC=10
src/IAFahim.Graph/GraphBipartite.cs: Method Run has CC=8
src/IAFahim.Graph/GraphBipartite.cs: Method Run has CC=11
src/IAFahim.Graph/GraphBipartite.cs: Method Run has CC=11
src/IAFahim.Optimization.Games/AttractorSet.cs: Method Solve has CC=17
src/IAFahim.Geometry.Spatial/RangeTree.cs: Method BuildRec has CC=17
src/IAFahim.Geometry.Spatial/RangeTree.cs: Method QueryRec has CC=11
src/IAFahim.Geometry.Spatial/RangeTree.cs: Method QueryRec3D has CC=16
src/IAFahim.Geometry.Voronoi/VisibilityGraph.cs: Method IsVisible has CC=11
src/IAFahim.Geometry.Voronoi/VisibilityGraph.cs: Method SegmentsIntersect has CC=17
src/IAFahim.String.Grammar/GrammarCompress.cs: Method Compress has CC=17
src/IAFahim.Graph.Matching/HospitalResidentsMatching.cs: Method Run has CC=16
